State,Region,Year,Year_Label,MedianHomeValue,MedianHouseholdIncome,PriceToIncomeRatio,AffordabilityCategory
Tennessee,South,2002,2002,119986,37247,3.22,5 - Affordable (Under 3.5x)
Tennessee,South,2003,2003,123067,38373,3.21,5 - Affordable (Under 3.5x)
Tennessee,South,2004,2004,127472,39961,3.19,5 - Affordable (Under 3.5x)
Tennessee,South,2005,2005,134840,41180,3.27,5 - Affordable (Under 3.5x)
Tennessee,South,2006,2006,144195,42279,3.41,5 - Affordable (Under 3.5x)
Tennessee,South,2007,2007,150748,43699,3.45,5 - Affordable (Under 3.5x)
Tennessee,South,2008,2008,149207,45222,3.3,5 - Affordable (Under 3.5x)
Tennessee,South,2009,2009,143484,44988,3.19,5 - Affordable (Under 3.5x)
Tennessee,South,2010,2010,140491,45924,3.06,5 - Affordable (Under 3.5x)
Tennessee,South,2011,2011,135807,47877,2.84,5 - Affordable (Under 3.5x)
Tennessee,South,2012,2012,135326,48729,2.78,5 - Affordable (Under 3.5x)
Tennessee,South,2013,2013,138843,50991,2.72,5 - Affordable (Under 3.5x)
Tennessee,South,2014,2014,144993,53016,2.73,5 - Affordable (Under 3.5x)
Tennessee,South,2015,2015,152523,53754,2.84,5 - Affordable (Under 3.5x)
Tennessee,South,2016,2016,163304,54986,2.97,5 - Affordable (Under 3.5x)
Tennessee,South,2017,2017,175651,56112,3.13,5 - Affordable (Under 3.5x)
Tennessee,South,2018,2018,188504,57240,3.29,5 - Affordable (Under 3.5x)
Tennessee,South,2019,2019,201697,58525,3.45,5 - Affordable (Under 3.5x)
Tennessee,South,2020,2020,218816,59693,3.67,4 - Borderline (3.5-4x)
Tennessee,South,2021,2021,254963,61116,4.17,3 - Mod. Unaffordable (4-5x)
Tennessee,South,2022,2022,303684,62180,4.88,3 - Mod. Unaffordable (4-5x)
Tennessee,South,2023,2023,313547,63644,4.93,3 - Mod. Unaffordable (4-5x)
Tennessee,South,2024,2024,324905,65356,4.97,3 - Mod. Unaffordable (4-5x)
Texas,South,2000,2000,113588,39630,2.87,5 - Affordable (Under 3.5x)
Texas,South,2001,2001,115164,40927,2.81,5 - Affordable (Under 3.5x)
Texas,South,2002,2002,117716,42396,2.78,5 - Affordable (Under 3.5x)
Texas,South,2003,2003,121319,43215,2.81,5 - Affordable (Under 3.5x)
Texas,South,2004,2004,127871,45194,2.83,5 - Affordable (Under 3.5x)
Texas,South,2005,2005,134157,46454,2.89,5 - Affordable (Under 3.5x)
Texas,South,2006,2006,138734,48071,2.89,5 - Affordable (Under 3.5x)
Texas,South,2007,2007,144215,49171,2.93,5 - Affordable (Under 3.5x)
Texas,South,2008,2008,144241,50418,2.86,5 - Affordable (Under 3.5x)
Texas,South,2009,2009,140772,50512,2.79,5 - Affordable (Under 3.5x)
Texas,South,2010,2010,140111,51851,2.7,5 - Affordable (Under 3.5x)
Texas,South,2011,2011,135743,53901,2.52,5 - Affordable (Under 3.5x)
Texas,South,2012,2012,136176,55196,2.47,5 - Affordable (Under 3.5x)
Texas,South,2013,2013,143151,57501,2.49,5 - Affordable (Under 3.5x)
Texas,South,2014,2014,154499,58850,2.63,5 - Affordable (Under 3.5x)
Texas,South,2015,2015,167333,60324,2.77,5 - Affordable (Under 3.5x)
Texas,South,2016,2016,180164,61935,2.91,5 - Affordable (Under 3.5x)
Texas,South,2017,2017,191991,63376,3.03,5 - Affordable (Under 3.5x)
Texas,South,2018,2018,203951,64706,3.15,5 - Affordable (Under 3.5x)
Texas,South,2019,2019,213239,65937,3.23,5 - Affordable (Under 3.5x)
Texas,South,2020,2020,224605,67770,3.31,5 - Affordable (Under 3.5x)
Texas,South,2021,2021,257462,69163,3.72,4 - Borderline (3.5-4x)
Texas,South,2022,2022,303346,70080,4.33,3 - Mod. Unaffordable (4-5x)
Texas,South,2023,2023,305658,71777,4.26,3 - Mod. Unaffordable (4-5x)
Texas,South,2024,2024,306121,72942,4.2,3 - Mod. Unaffordable (4-5x)
Utah,West,2000,2000,171363,47576,3.6,4 - Borderline (3.5-4x)
Utah,West,2001,2001,176766,48924,3.61,4 - Borderline (3.5-4x)
Utah,West,2002,2002,177881,50472,3.52,4 - Borderline (3.5-4x)
Utah,West,2003,2003,177717,52514,3.38,5 - Affordable (Under 3.5x)
Utah,West,2004,2004,180188,53930,3.34,5 - Affordable (Under 3.5x)
Utah,West,2005,2005,184380,55554,3.32,5 - Affordable (Under 3.5x)
Utah,West,2006,2006,203521,57797,3.52,4 - Borderline (3.5-4x)
Utah,West,2007,2007,235402,59361,3.97,4 - Borderline (3.5-4x)
Utah,West,2008,2008,239703,61029,3.93,4 - Borderline (3.5-4x)
Utah,West,2009,2009,217137,60633,3.58,4 - Borderline (3.5-4x)
Utah,West,2010,2010,203564,62243,3.27,5 - Affordable (Under 3.5x)
Utah,West,2011,2011,188130,64512,2.92,5 - Affordable (Under 3.5x)
Utah,West,2012,2012,189838,65971,2.88,5 - Affordable (Under 3.5x)
Utah,West,2013,2013,210132,68884,3.05,5 - Affordable (Under 3.5x)
Utah,West,2014,2014,223917,70530,3.17,5 - Affordable (Under 3.5x)
Utah,West,2015,2015,237770,72532,3.28,5 - Affordable (Under 3.5x)
Utah,West,2016,2016,260219,74268,3.5,4 - Borderline (3.5-4x)
Utah,West,2017,2017,282688,75610,3.74,4 - Borderline (3.5-4x)
Utah,West,2018,2018,309299,77847,3.97,4 - Borderline (3.5-4x)
Utah,West,2019,2019,333334,79360,4.2,3 - Mod. Unaffordable (4-5x)
Utah,West,2020,2020,363124,81142,4.48,3 - Mod. Unaffordable (4-5x)
Utah,West,2021,2021,445999,82702,5.39,2 - Unaffordable (5-7x)
Utah,West,2022,2022,522488,84512,6.18,2 - Unaffordable (5-7x)
Utah,West,2023,2023,505704,85935,5.88,2 - Unaffordable (5-7x)
Utah,West,2024,2024,513182,87829,5.84,2 - Unaffordable (5-7x)
Vermont,Northeast,2000,2000,115673,41869,2.76,5 - Affordable (Under 3.5x)
Vermont,Northeast,2001,2001,125160,43799,2.86,5 - Affordable (Under 3.5x)
Vermont,Northeast,2002,2002,136171,44922,3.03,5 - Affordable (Under 3.5x)
Vermont,Northeast,2003,2003,147412,46553,3.17,5 - Affordable (Under 3.5x)
Vermont,Northeast,2004,2004,164381,48215,3.41,5 - Affordable (Under 3.5x)
Vermont,Northeast,2005,2005,184816,49643,3.72,4 - Borderline (3.5-4x)
Vermont,Northeast,2006,2006,203213,51104,3.98,4 - Borderline (3.5-4x)
Vermont,Northeast,2007,2007,213204,52880,4.03,3 - Mod. Unaffordable (4-5x)
Vermont,Northeast,2008,2008,214697,54029,3.97,4 - Borderline (3.5-4x)
Vermont,Northeast,2009,2009,209887,53711,3.91,4 - Borderline (3.5-4x)
Vermont,Northeast,2010,2010,207123,55418,3.74,4 - Borderline (3.5-4x)
Vermont,Northeast,2011,2011,207275,57225,3.62,4 - Borderline (3.5-4x)
Vermont,Northeast,2012,2012,210476,58670,3.59,4 - Borderline (3.5-4x)
Vermont,Northeast,2013,2013,216884,61513,3.53,4 - Borderline (3.5-4x)
Vermont,Northeast,2014,2014,220723,62866,3.51,4 - Borderline (3.5-4x)
Vermont,Northeast,2015,2015,225874,64468,3.5,4 - Borderline (3.5-4x)
Vermont,Northeast,2016,2016,229035,65668,3.49,5 - Affordable (Under 3.5x)
Vermont,Northeast,2017,2017,239277,67538,3.54,4 - Borderline (3.5-4x)
Vermont,Northeast,2018,2018,249711,68678,3.64,4 - Borderline (3.5-4x)
Vermont,Northeast,2019,2019,256152,70453,3.64,4 - Borderline (3.5-4x)
Vermont,Northeast,2020,2020,270560,72027,3.76,4 - Borderline (3.5-4x)
Vermont,Northeast,2021,2021,312603,73736,4.24,3 - Mod. Unaffordable (4-5x)
Vermont,Northeast,2022,2022,354476,74781,4.74,3 - Mod. Unaffordable (4-5x)
Vermont,Northeast,2023,2023,372945,76440,4.88,3 - Mod. Unaffordable (4-5x)
Vermont,Northeast,2024,2024,384630,77761,4.95,3 - Mod. Unaffordable (4-5x)
Virginia,South,2000,2000,126981,48334,2.63,5 - Affordable (Under 3.5x)
Virginia,South,2001,2001,137511,50700,2.71,5 - Affordable (Under 3.5x)
Virginia,South,2002,2002,150636,51998,2.9,5 - Affordable (Under 3.5x)
Virginia,South,2003,2003,166995,53783,3.11,5 - Affordable (Under 3.5x)
Virginia,South,2004,2004,193628,55468,3.49,5 - Affordable (Under 3.5x)
Virginia,South,2005,2005,234814,56914,4.13,3 - Mod. Unaffordable (4-5x)
Virginia,South,2006,2006,263765,58844,4.48,3 - Mod. Unaffordable (4-5x)
Virginia,South,2007,2007,263119,60612,4.34,3 - Mod. Unaffordable (4-5x)
Virginia,South,2008,2008,245124,62503,3.92,4 - Borderline (3.5-4x)
Virginia,South,2009,2009,225569,62333,3.62,4 - Borderline (3.5-4x)
Virginia,South,2010,2010,221132,63586,3.48,5 - Affordable (Under 3.5x)
Virginia,South,2011,2011,213924,66052,3.24,5 - Affordable (Under 3.5x)
Virginia,South,2012,2012,215171,67891,3.17,5 - Affordable (Under 3.5x)
Virginia,South,2013,2013,225355,71006,3.17,5 - Affordable (Under 3.5x)
Virginia,South,2014,2014,232649,72595,3.2,5 - Affordable (Under 3.5x)
Virginia,South,2015,2015,237889,74721,3.18,5 - Affordable (Under 3.5x)
Virginia,South,2016,2016,244784,76170,3.21,5 - Affordable (Under 3.5x)
Virginia,South,2017,2017,253399,77882,3.25,5 - Affordable (Under 3.5x)
Virginia,South,2018,2018,262817,79548,3.3,5 - Affordable (Under 3.5x)
Virginia,South,2019,2019,272592,81281,3.35,5 - Affordable (Under 3.5x)
Virginia,South,2020,2020,288236,83326,3.46,5 - Affordable (Under 3.5x)
Virginia,South,2021,2021,324018,84673,3.83,4 - Borderline (3.5-4x)
Virginia,South,2022,2022,356507,86626,4.12,3 - Mod. Unaffordable (4-5x)
Virginia,South,2023,2023,370711,87968,4.21,3 - Mod. Unaffordable (4-5x)
Virginia,South,2024,2024,389812,89883,4.34,3 - Mod. Unaffordable (4-5x)
Washington,West,2000,2000,177146,51603,3.43,5 - Affordable (Under 3.5x)
Washington,West,2001,2001,186273,53287,3.5,4 - Borderline (3.5-4x)
Washington,West,2002,2002,194388,55054,3.53,4 - Borderline (3.5-4x)
Washington,West,2003,2003,203639,57178,3.56,4 - Borderline (3.5-4x)
Washington,West,2004,2004,221384,58825,3.76,4 - Borderline (3.5-4x)
Washington,West,2005,2005,253682,60860,4.17,3 - Mod. Unaffordable (4-5x)
Washington,West,2006,2006,297094,62364,4.76,3 - Mod. Unaffordable (4-5x)
Washington,West,2007,2007,318617,64489,4.94,3 - Mod. Unaffordable (4-5x)
Washington,West,2008,2008,305006,66075,4.62,3 - Mod. Unaffordable (4-5x)
Washington,West,2009,2009,272887,65540,4.16,3 - Mod. Unaffordable (4-5x)
Washington,West,2010,2010,257270,67514,3.81,4 - Borderline (3.5-4x)
Washington,West,2011,2011,234096,70016,3.34,5 - Affordable (Under 3.5x)
Washington,West,2012,2012,220644,71501,3.09,5 - Affordable (Under 3.5x)
Washington,West,2013,2013,235751,75078,3.14,5 - Affordable (Under 3.5x)
Washington,West,2014,2014,254039,76641,3.31,5 - Affordable (Under 3.5x)
Washington,West,2015,2015,274266,78798,3.48,5 - Affordable (Under 3.5x)
Washington,West,2016,2016,304863,80830,3.77,4 - Borderline (3.5-4x)
Washington,West,2017,2017,338311,82476,4.1,3 - Mod. Unaffordable (4-5x)
Washington,West,2018,2018,373510,84139,4.44,3 - Mod. Unaffordable (4-5x)
Washington,West,2019,2019,392984,85973,4.57,3 - Mod. Unaffordable (4-5x)
Washington,West,2020,2020,427199,88016,4.85,3 - Mod. Unaffordable (4-5x)
Washington,West,2021,2021,507802,89819,5.65,2 - Unaffordable (5-7x)
Washington,West,2022,2022,577960,91605,6.31,2 - Unaffordable (5-7x)
Washington,West,2023,2023,564492,93434,6.04,2 - Unaffordable (5-7x)
Washington,West,2024,2024,583739,95534,6.11,2 - Unaffordable (5-7x)
West Virginia,South,2000,2000,73137,28456,2.57,5 - Affordable (Under 3.5x)
West Virginia,South,2001,2001,77290,29022,2.66,5 - Affordable (Under 3.5x)
West Virginia,South,2002,2002,80010,30159,2.65,5 - Affordable (Under 3.5x)
West Virginia,South,2003,2003,83418,31447,2.65,5 - Affordable (Under 3.5x)
West Virginia,South,2004,2004,88671,31943,2.78,5 - Affordable (Under 3.5x)
West Virginia,South,2005,2005,95865,33225,2.89,5 - Affordable (Under 3.5x)
West Virginia,South,2006,2006,100536,34180,2.94,5 - Affordable (Under 3.5x)
West Virginia,South,2007,2007,103123,35486,2.91,5 - Affordable (Under 3.5x)
West Virginia,South,2008,2008,104238,36144,2.88,5 - Affordable (Under 3.5x)
West Virginia,South,2009,2009,101757,36229,2.81,5 - Affordable (Under 3.5x)
West Virginia,South,2010,2010,99711,37126,2.69,5 - Affordable (Under 3.5x)
West Virginia,South,2011,2011,98488,38712,2.54,5 - Affordable (Under 3.5x)
West Virginia,South,2012,2012,100018,39576,2.53,5 - Affordable (Under 3.5x)
West Virginia,South,2013,2013,101061,41923,2.41,5 - Affordable (Under 3.5x)
West Virginia,South,2014,2014,100466,42327,2.37,5 - Affordable (Under 3.5x)
West Virginia,South,2015,2015,106591,43524,2.45,5 - Affordable (Under 3.5x)
West Virginia,South,2016,2016,109431,44398,2.46,5 - Affordable (Under 3.5x)
West Virginia,South,2017,2017,110360,45420,2.43,5 - Affordable (Under 3.5x)
West Virginia,South,2018,2018,114109,46177,2.47,5 - Affordable (Under 3.5x)
West Virginia,South,2019,2019,116714,47942,2.43,5 - Affordable (Under 3.5x)
West Virginia,South,2020,2020,121878,48030,2.54,5 - Affordable (Under 3.5x)
West Virginia,South,2021,2021,138336,49643,2.79,5 - Affordable (Under 3.5x)
West Virginia,South,2022,2022,150295,50372,2.98,5 - Affordable (Under 3.5x)
West Virginia,South,2023,2023,154564,51464,3.0,5 - Affordable (Under 3.5x)
West Virginia,South,2024,2024,162624,52717,3.08,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2000,2000,119560,40066,2.98,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2001,2001,126358,41187,3.07,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2002,2002,133572,42495,3.14,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2003,2003,141959,44309,3.2,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2004,2004,153898,45830,3.36,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2005,2005,165873,46839,3.54,4 - Borderline (3.5-4x)
Wisconsin,Midwest,2006,2006,173308,48220,3.59,4 - Borderline (3.5-4x)
Wisconsin,Midwest,2007,2007,175405,49717,3.53,4 - Borderline (3.5-4x)
Wisconsin,Midwest,2008,2008,171904,51095,3.36,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2009,2009,162751,51217,3.18,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2010,2010,158834,52634,3.02,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2011,2011,148497,54212,2.74,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2012,2012,145401,55480,2.62,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2013,2013,149389,58043,2.57,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2014,2014,154911,59466,2.6,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2015,2015,159670,61397,2.6,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2016,2016,167756,62787,2.67,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2017,2017,177503,64020,2.77,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2018,2018,188773,64977,2.91,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2019,2019,200642,66577,3.01,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2020,2020,214272,67920,3.15,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2021,2021,242215,69518,3.48,5 - Affordable (Under 3.5x)
Wisconsin,Midwest,2022,2022,265958,70775,3.76,4 - Borderline (3.5-4x)
Wisconsin,Midwest,2023,2023,282214,72260,3.91,4 - Borderline (3.5-4x)
Wisconsin,Midwest,2024,2024,297036,73677,4.03,3 - Mod. Unaffordable (4-5x)
Wyoming,West,2002,2002,139739,45150,3.1,5 - Affordable (Under 3.5x)
Wyoming,West,2003,2003,144091,46385,3.11,5 - Affordable (Under 3.5x)
Wyoming,West,2004,2004,153846,48033,3.2,5 - Affordable (Under 3.5x)
Wyoming,West,2005,2005,167033,49582,3.37,5 - Affordable (Under 3.5x)
Wyoming,West,2006,2006,182404,50794,3.59,4 - Borderline (3.5-4x)
Wyoming,West,2007,2007,196986,52787,3.73,4 - Borderline (3.5-4x)
Wyoming,West,2008,2008,200926,54014,3.72,4 - Borderline (3.5-4x)
Wyoming,West,2009,2009,197580,53650,3.68,4 - Borderline (3.5-4x)
Wyoming,West,2010,2010,194469,55170,3.52,4 - Borderline (3.5-4x)
Wyoming,West,2011,2011,192647,57244,3.37,5 - Affordable (Under 3.5x)
Wyoming,West,2012,2012,198119,58652,3.38,5 - Affordable (Under 3.5x)
Wyoming,West,2013,2013,206001,61310,3.36,5 - Affordable (Under 3.5x)
Wyoming,West,2014,2014,209352,62994,3.32,5 - Affordable (Under 3.5x)
Wyoming,West,2015,2015,220823,64164,3.44,5 - Affordable (Under 3.5x)
Wyoming,West,2016,2016,227690,65785,3.46,5 - Affordable (Under 3.5x)
Wyoming,West,2017,2017,228522,67759,3.37,5 - Affordable (Under 3.5x)
Wyoming,West,2018,2018,232236,68788,3.38,5 - Affordable (Under 3.5x)
Wyoming,West,2019,2019,242692,70645,3.44,5 - Affordable (Under 3.5x)
Wyoming,West,2020,2020,258274,71935,3.59,4 - Borderline (3.5-4x)
Wyoming,West,2021,2021,284298,73901,3.85,4 - Borderline (3.5-4x)
Wyoming,West,2022,2022,314761,74820,4.21,3 - Mod. Unaffordable (4-5x)
Wyoming,West,2023,2023,326454,76489,4.27,3 - Mod. Unaffordable (4-5x)
Wyoming,West,2024,2024,337581,78035,4.33,3 - Mod. Unaffordable (4-5x)
