RegionName,Year,Home_price,MORTGAGE30US,Median_Income
Mississippi,2015,126913.332573384,3.850576923,56520
North Dakota,2015,218636.581544493,3.850576923,56520
Nevada,2011,135301.479866496,4.447884615,50050
Georgia,2018,191067.168459826,4.544615385,63180
District of Columbia,2014,449497.265770317,4.168867925,53660
Wisconsin,2013,149388.62414527,3.975576923,53590
Kansas,2023,213852.502023028,6.806730769,80610
North Dakota,2024,258110.399671437,6.721153846,83730
Idaho,2024,454695.914969289,6.721153846,83730
Alabama,2025,230476.336670025,6.595094340,
New Jersey,2003,249541.211859825,5.826981132,43320
Wyoming,2013,206000.860700794,3.975576923,53590
Tennessee,2007,150747.675267851,6.337307692,50230
California,2025,766606.871662704,6.595094340,
Alabama,2007,136540.541241043,6.337307692,50230
New Hampshire,2008,235672.778802333,6.027169811,50300
Connecticut,2021,302356.907055761,2.957692308,70780
Mississippi,2011,114282.101431114,4.447884615,50050
Alaska,2010,245873.32613719,4.689807692,49280
Rhode Island,2020,310113.261322293,3.111698113,68010
Washington,2003,203639.315854238,5.826981132,43320
Wisconsin,2021,242214.720668979,2.957692308,70780
Pennsylvania,2012,152808.113731496,3.6575,51020
District of Columbia,2013,406779.751369954,3.975576923,53590
Louisiana,2012,156822.435746363,3.6575,51020
Pennsylvania,2021,224325.4054693,2.957692308,70780
Nevada,2006,334508.332730136,6.413269231,48200
Alaska,2025,369641.141731618,6.595094340,
Rhode Island,2001,149868.858286857,6.967884615,42230
South Dakota,2025,305392.878172444,6.595094340,
Arkansas,2022,200133.013069185,5.344038462,74580
Louisiana,2015,173442.680455331,3.850576923,56520
South Carolina,2017,171373.286970904,3.989807692,61140
Louisiana,2003,126140.70934786,5.826981132,43320
Delaware,2002,169954.413728188,6.537307692,42410
New Jersey,2010,299120.297375202,4.689807692,49280
Texas,2010,140110.813276123,4.689807692,49280
New Mexico,2018,184158.901441817,4.544615385,63180
Georgia,2013,131704.127437975,3.975576923,53590
Nebraska,2007,131889.115808352,6.337307692,50230
West Virginia,2024,162623.808382698,6.721153846,83730
Wisconsin,2005,165873.087913946,5.866730769,46330
Nevada,2022,438646.288112317,5.344038462,74580
Louisiana,2026,208306.059474658,6.084545455,
Hawaii,2001,208181.62202374,6.967884615,42230
Colorado,2011,214715.773402412,4.447884615,50050
Kansas,2020,161044.734649595,3.111698113,68010
New Jersey,2014,290029.536089034,4.168867925,53660
Illinois,2023,245951.351266933,6.806730769,80610
Illinois,2002,150892.927356653,6.537307692,42410
New Mexico,2019,194098.263608887,3.935769231,68700
Iowa,2015,132160.39934028,3.850576923,56520
Utah,2015,237769.982605143,3.850576923,56520
Florida,2024,397116.926890852,6.721153846,83730
North Carolina,2012,148885.64530034,3.6575,51020
Illinois,2007,206702.198658132,6.337307692,50230
Connecticut,2024,395654.911074985,6.721153846,83730
Alaska,2015,270763.835303517,3.850576923,56520
Hawaii,2011,414620.007066691,4.447884615,50050
Maine,2018,218053.073231787,4.544615385,63180
Missouri,2008,138455.062120324,6.027169811,50300
Louisiana,2014,164932.014096897,4.168867925,53660
Texas,2001,115163.838851782,6.967884615,42230
North Dakota,2014,202463.847170991,4.168867925,53660
Illinois,2009,174135.912427348,5.036538462,49780
Illinois,2012,140260.56300038,3.6575,51020
California,2020,563401.340795978,3.111698113,68010
Maine,2003,149755.104726455,5.826981132,43320
Arkansas,2002,97168.290634686,6.537307692,42410
North Carolina,2006,161244.18678775,6.413269231,48200
Virginia,2022,356507.340307984,5.344038462,74580
South Dakota,2010,143120.335420479,4.689807692,49280
Nevada,2012,132475.184522995,3.6575,51020
Texas,2013,143150.936887147,3.975576923,53590
Oregon,2003,173547.668115092,5.826981132,43320
Indiana,2012,110564.413506637,3.6575,51020
New Hampshire,2009,218675.10641193,5.036538462,49780
Nevada,2025,447112.03805882,6.595094340,
Vermont,2020,270559.590957647,3.111698113,68010
Arkansas,2001,94255.597072842,6.967884615,42230
New Mexico,2009,179463.282572744,5.036538462,49780
Rhode Island,2010,229443.109118414,4.689807692,49280
Virginia,2013,225354.69369238,3.975576923,53590
Delaware,2006,267326.397080485,6.413269231,48200
Massachusetts,2013,304364.823271007,3.975576923,53590
Iowa,2001,95093.871782554,6.967884615,42230
Maine,2021,301097.69057822,2.957692308,70780
Mississippi,2001,94950.094341733,6.967884615,42230
Oklahoma,2014,116711.017992494,4.168867925,53660
Georgia,2020,220254.266272295,3.111698113,68010
Montana,2019,260265.714096227,3.935769231,68700
Washington,2000,177145.919458049,8.053461538,41990
Colorado,2026,536053.820785386,6.084545455,
Idaho,2008,198752.880180724,6.027169811,50300
Michigan,2001,124882.429280042,6.967884615,42230
Virginia,2023,370711.208843831,6.806730769,80610
North Carolina,2020,220620.570943307,3.111698113,68010
Texas,2005,134156.91984506,5.866730769,46330
Louisiana,2025,207307.996025939,6.595094340,
Arizona,2015,202642.623836714,3.850576923,56520
Rhode Island,2002,174456.968016233,6.537307692,42410
West Virginia,2012,100018.097540072,3.6575,51020
Virginia,2007,263118.794978151,6.337307692,50230
Louisiana,2011,156938.503570107,4.447884615,50050
Utah,2008,239702.671912859,6.027169811,50300
Connecticut,2009,262784.778187873,5.036538462,49780
Vermont,2014,220723.303530088,4.168867925,53660
North Carolina,2007,169588.453349001,6.337307692,50230
Mississippi,2006,118610.190704513,6.413269231,48200
Delaware,2001,158906.157535699,6.967884615,42230
Utah,2020,363124.245555165,3.111698113,68010
West Virginia,2018,114109.022044148,4.544615385,63180
West Virginia,2013,101060.727723352,3.975576923,53590
West Virginia,2022,150295.148651275,5.344038462,74580
Oregon,2007,272670.366424711,6.337307692,50230
Florida,2007,244972.542184784,6.337307692,50230
Texas,2021,257461.555497471,2.957692308,70780
Louisiana,2002,121629.291780856,6.537307692,42410
Washington,2001,186272.871811687,6.967884615,42230
Idaho,2006,189458.041841188,6.413269231,48200
North Dakota,2008,,6.027169811,50300
South Carolina,2005,144750.920452959,5.866730769,46330
Maine,2019,228728.260959873,3.935769231,68700
New Mexico,2021,241866.749125381,2.957692308,70780
Nebraska,2012,125479.632754644,3.6575,51020
Florida,2021,299432.671357705,2.957692308,70780
Maine,2005,191792.71998796,5.866730769,46330
Hawaii,2012,410723.320282047,3.6575,51020
Missouri,2024,246106.058168647,6.721153846,83730
Connecticut,2016,237320.927877315,3.654038462,59040
Missouri,2000,98852.21785019,8.053461538,41990
Arizona,2010,157836.336757692,4.689807692,49280
Alabama,2010,125684.405998173,4.689807692,49280
Indiana,2022,216156.354366555,5.344038462,74580
Rhode Island,2018,280918.853045635,4.544615385,63180
Hawaii,2016,535461.122554541,3.654038462,59040
New York,2011,252151.103806767,4.447884615,50050
Nevada,2009,176513.356859409,5.036538462,49780
Massachusetts,2022,554118.387811417,5.344038462,74580
Virginia,2008,245123.780866541,6.027169811,50300
District of Columbia,2004,287544.753052066,5.839230769,44330
South Carolina,2000,116116.007958772,8.053461538,41990
Minnesota,2024,326240.82584842,6.721153846,83730
North Dakota,2016,223258.972112844,3.654038462,59040
Kansas,2015,125645.825055319,3.850576923,56520
New Jersey,2012,270509.232055429,3.6575,51020
Utah,2004,180188.20589725,5.839230769,44330
New Jersey,2023,479951.540619969,6.806730769,80610
Arizona,2014,192349.738937612,4.168867925,53660
Georgia,2022,313410.798593977,5.344038462,74580
Missouri,2021,201944.55704065,2.957692308,70780
Mississippi,2021,166692.882260658,2.957692308,70780
North Dakota,2004,,5.839230769,44330
New Hampshire,2006,256484.609441802,6.413269231,48200
Maine,2012,170962.431770976,3.6575,51020
Ohio,2003,117582.882253431,5.826981132,43320
Alabama,2001,105163.677245891,6.967884615,42230
Alabama,2019,158084.313265354,3.935769231,68700
District of Columbia,2016,501048.951219474,3.654038462,59040
Arkansas,2026,219157.929637834,6.084545455,
Arizona,2025,424056.808909331,6.595094340,
Alabama,2014,133206.09033159,4.168867925,53660
Massachusetts,2010,305911.470259217,4.689807692,49280
Massachusetts,2017,384088.935742775,3.989807692,61140
Indiana,2024,235998.952261287,6.721153846,83730
Delaware,2020,278747.032193398,3.111698113,68010
Pennsylvania,2014,156656.489830195,4.168867925,53660
West Virginia,2016,109430.523562295,3.654038462,59040
South Dakota,2003,114505.932714114,5.826981132,43320
Rhode Island,2007,284676.294850848,6.337307692,50230
Maine,2006,199324.634505041,6.413269231,48200
North Carolina,2002,139286.999143386,6.537307692,42410
Nebraska,2010,128606.343166089,4.689807692,49280
Indiana,2025,244616.923983622,6.595094340,
Rhode Island,2015,230492.773914911,3.850576923,56520
Maryland,2026,423822.268680451,6.084545455,
Arizona,2009,175220.406239468,5.036538462,49780
New Mexico,2006,175881.268561915,6.413269231,48200
Georgia,2009,148543.868568054,5.036538462,49780
Florida,2005,207227.634060548,5.866730769,46330
Kentucky,2025,228479.516300436,6.595094340,
Nevada,2004,242667.509504594,5.839230769,44330
Indiana,2009,114559.258556227,5.036538462,49780
New York,2019,337015.508417807,3.935769231,68700
Nebraska,2021,212056.102349795,2.957692308,70780
Kentucky,2018,139466.791233055,4.544615385,63180
Connecticut,2011,238424.520405189,4.447884615,50050
Pennsylvania,2000,100187.505824426,8.053461538,41990
Pennsylvania,2019,186177.52626185,3.935769231,68700
Texas,2007,144215.029986211,6.337307692,50230
Iowa,2004,107578.108725504,5.839230769,44330
Delaware,2010,239100.731486813,4.689807692,49280
Kansas,2007,117841.775913293,6.337307692,50230
Montana,2017,233016.360048787,3.989807692,61140
Utah,2000,171362.998280793,8.053461538,41990
Vermont,2000,115673.154036327,8.053461538,41990
Utah,2014,223916.560245948,4.168867925,53660
Connecticut,2000,164332.48056146,8.053461538,41990
Maine,2024,389152.218042519,6.721153846,83730
Idaho,2013,164828.094756656,3.975576923,53590
Ohio,2008,123818.169934072,6.027169811,50300
Montana,2008,190109.72599815,6.027169811,50300
Minnesota,2007,207122.621139849,6.337307692,50230
Nevada,2003,192088.890869916,5.826981132,43320
Wisconsin,2008,171904.320070969,6.027169811,50300
Alabama,2008,135997.752878669,6.027169811,50300
Kentucky,2014,115571.786711598,4.168867925,53660
Virginia,2024,389812.169707508,6.721153846,83730
Montana,2014,198654.600381722,4.168867925,53660
Arkansas,2013,122086.891290402,3.975576923,53590
Alaska,2016,277447.632419334,3.654038462,59040
Virginia,2021,324017.714180367,2.957692308,70780
Florida,2000,110370.742025633,8.053461538,41990
Arkansas,2003,101401.561849545,5.826981132,43320
Vermont,2015,225873.544271652,3.850576923,56520
Massachusetts,2014,322815.539105314,4.168867925,53660
Arkansas,2009,122437.236958368,5.036538462,49780
Oklahoma,2005,102185.455836143,5.866730769,46330
North Carolina,2025,331473.638208225,6.595094340,
Tennessee,2024,324905.32644882,6.721153846,83730
Connecticut,2019,251769.977903558,3.935769231,68700
Wisconsin,2000,119560.493318892,8.053461538,41990
Minnesota,2001,145819.99597358,6.967884615,42230
Arkansas,2011,117399.902189777,4.447884615,50050
Wyoming,2019,242692.010194347,3.935769231,68700
New York,2012,249070.688406476,3.6575,51020
